strategy,entry_run,exit_run,final_value,total_return_pct,annual_return_pct,annualized_volatility_pct,sharpe_ratio,max_drawdown_pct,closed_trades,win_rate_pct,buy_hold_return_pct,trend_period
Hybrid Trend-Filtered Mean Reversion,6,7,265405.62852135446,97.60891433767502,3.4861733806468647,12.38038264953003,0.021299696727293156,59.734091146191666,9,33.33333333333333,68657.96570502703,100
Hybrid Trend-Filtered Mean Reversion,6,8,255122.8192305409,93.65748872584109,3.3427129845740913,12.436382832902614,0.020536124302712212,61.78421732588057,9,33.33333333333333,68657.96570502703,100
Hybrid Trend-Filtered Mean Reversion,6,9,275923.7818546759,101.49544888914308,3.627472114299559,12.46050700007539,0.021902723177056858,59.821984098209924,9,33.33333333333333,68657.96570502703,100
Hybrid Trend-Filtered Mean Reversion,6,10,305209.1707880448,111.58271614243847,3.9951053296082875,12.553340351721957,0.02357517468747742,56.313704131076555,9,33.33333333333333,68657.96570502703,100
Hybrid Trend-Filtered Mean Reversion,7,1,133275.33148510143,28.724696394406244,1.0135476854939514,5.987119853163795,0.012509640432588294,27.533949860997083,4,50.0,68657.96570502703,100
Hybrid Trend-Filtered Mean Reversion,7,2,153019.22992937252,42.53934133194363,1.5046477780662266,6.072345968951894,0.017413571046545687,20.13903201321879,4,50.0,68657.96570502703,100
Hybrid Trend-Filtered Mean Reversion,7,3,159616.011129114,46.76008143537235,1.655167508469976,6.4277357491715525,0.018113409435364464,21.670225584572723,4,50.0,68657.96570502703,100
Hybrid Trend-Filtered Mean Reversion,7,4,430309.4372685853,145.93343854509283,5.256837573275993,11.295522590242443,0.032076670858867964,30.931316941103848,4,50.0,68657.96570502703,100
Hybrid Trend-Filtered Mean Reversion,7,5,436661.7554714618,147.39886944638286,5.311003287075207,11.334959578463083,0.03227561090311876,30.931316941103848,4,50.0,68657.96570502703,100
Hybrid Trend-Filtered Mean Reversion,7,6,387100.176453339,135.3513327429401,4.8665245590484485,11.45145431253354,0.029696633976261363,33.259721348963495,4,50.0,68657.96570502703,100
Hybrid Trend-Filtered Mean Reversion,7,7,391138.67915295355,136.38919892543973,4.90474137023609,11.463601017158156,0.029873041878750624,32.88296694991893,4,50.0,68657.96570502703,100
Hybrid Trend-Filtered Mean Reversion,7,8,393584.4001429562,137.0125344621428,4.92770082718658,11.49689101777142,0.02992738509393575,33.98984075791002,4,50.0,68657.96570502703,100
Hybrid Trend-Filtered Mean Reversion,7,9,411431.2124805681,141.4471657289587,5.091187695163674,11.51902408405764,0.03073529373815436,31.830177246596822,4,50.0,68657.96570502703,100
Hybrid Trend-Filtered Mean Reversion,7,10,449267.1803029038,150.24475811322404,5.416273552054362,11.59749644371112,0.032253414876716034,30.931316941103848,4,50.0,68657.96570502703,100
Hybrid Trend-Filtered Mean Reversion,8,1,89053.52640509319,-11.593257675470356,-0.40618049956189733,2.219590345524959,-0.010825867438091876,15.58582741965365,1,0.0,68657.96570502703,100
Hybrid Trend-Filtered Mean Reversion,8,2,100796.3480800821,0.7931939628612602,0.027850753980507757,2.083663205310568,0.001509622530724895,9.405538322974742,1,100.0,68657.96570502703,100
Hybrid Trend-Filtered Mean Reversion,8,3,105387.16160075118,5.247063625567708,0.1843798620793598,2.934241418881232,0.004871045517012246,9.495398822682784,1,100.0,68657.96570502703,100
Hybrid Trend-Filtered Mean Reversion,8,4,103961.58729273245,3.8851291971182667,0.13648935037932763,3.0614233817457555,0.0037638768995751927,11.168885093801727,1,100.0,68657.96570502703,100
Hybrid Trend-Filtered Mean Reversion,8,5,102950.80881127328,2.90811038052422,0.10214795830319676,3.0664954596818323,0.0030561850273629243,11.168885093801727,1,100.0,68657.96570502703,100
Hybrid Trend-Filtered Mean Reversion,8,6,101545.36965027504,1.5335504251078071,0.053853267906684474,3.0804679031981754,0.002064297788172981,11.34321075768384,1,100.0,68657.96570502703,100
Hybrid Trend-Filtered Mean Reversion,8,7,102270.23494301227,2.2448486109016486,0.07884157492050159,3.0817681501682266,0.0025747243182682907,11.168885093801727,1,100.0,68657.96570502703,100
Hybrid Trend-Filtered Mean Reversion,8,8,105383.13063870117,5.24323864434511,0.18424532991880174,3.12775144681935,0.004685334928201966,11.168885093801727,1,100.0,68657.96570502703,100
Hybrid Trend-Filtered Mean Reversion,8,9,103838.76092958459,3.766913440019942,0.13233353922687774,3.1361564545166534,0.0036369555826886784,11.168885093801727,1,100.0,68657.96570502703,100
Hybrid Trend-Filtered Mean Reversion,8,10,103858.89607660506,3.7863023415355137,0.13301513377329846,3.136246447762726,0.0036505812416673168,11.168885093801727,1,100.0,68657.96570502703,100
Hybrid Trend-Filtered Mean Reversion,9,1,100000.0,0.0,0.0,0.0,,0.0,0,0.0,68657.96570502703,100
Hybrid Trend-Filtered Mean Reversion,9,2,100000.0,0.0,0.0,0.0,,0.0,0,0.0,68657.96570502703,100
Hybrid Trend-Filtered Mean Reversion,9,3,100000.0,0.0,0.0,0.0,,0.0,0,0.0,68657.96570502703,100
Hybrid Trend-Filtered Mean Reversion,9,4,100000.0,0.0,0.0,0.0,,0.0,0,0.0,68657.96570502703,100
Hybrid Trend-Filtered Mean Reversion,9,5,100000.0,0.0,0.0,0.0,,0.0,0,0.0,68657.96570502703,100
Hybrid Trend-Filtered Mean Reversion,9,6,100000.0,0.0,0.0,0.0,,0.0,0,0.0,68657.96570502703,100
Hybrid Trend-Filtered Mean Reversion,9,7,100000.0,0.0,0.0,0.0,,0.0,0,0.0,68657.96570502703,100
Hybrid Trend-Filtered Mean Reversion,9,8,100000.0,0.0,0.0,0.0,,0.0,0,0.0,68657.96570502703,100
Hybrid Trend-Filtered Mean Reversion,9,9,100000.0,0.0,0.0,0.0,,0.0,0,0.0,68657.96570502703,100
Hybrid Trend-Filtered Mean Reversion,9,10,100000.0,0.0,0.0,0.0,,0.0,0,0.0,68657.96570502703,100
Hybrid Trend-Filtered Mean Reversion,10,1,100000.0,0.0,0.0,0.0,,0.0,0,0.0,68657.96570502703,100
Hybrid Trend-Filtered Mean Reversion,10,2,100000.0,0.0,0.0,0.0,,0.0,0,0.0,68657.96570502703,100
Hybrid Trend-Filtered Mean Reversion,10,3,100000.0,0.0,0.0,0.0,,0.0,0,0.0,68657.96570502703,100
Hybrid Trend-Filtered Mean Reversion,10,4,100000.0,0.0,0.0,0.0,,0.0,0,0.0,68657.96570502703,100
Hybrid Trend-Filtered Mean Reversion,10,5,100000.0,0.0,0.0,0.0,,0.0,0,0.0,68657.96570502703,100
Hybrid Trend-Filtered Mean Reversion,10,6,100000.0,0.0,0.0,0.0,,0.0,0,0.0,68657.96570502703,100
Hybrid Trend-Filtered Mean Reversion,10,7,100000.0,0.0,0.0,0.0,,0.0,0,0.0,68657.96570502703,100
Hybrid Trend-Filtered Mean Reversion,10,8,100000.0,0.0,0.0,0.0,,0.0,0,0.0,68657.96570502703,100
Hybrid Trend-Filtered Mean Reversion,10,9,100000.0,0.0,0.0,0.0,,0.0,0,0.0,68657.96570502703,100
Hybrid Trend-Filtered Mean Reversion,10,10,100000.0,0.0,0.0,0.0,,0.0,0,0.0,68657.96570502703,100
Hybrid Trend-Filtered Mean Reversion,1,1,11526517.968729086,474.7235384156264,18.135547273450197,23.3703734928633,0.05227999659720451,45.59326720593405,81,32.098765432098766,68657.96570502703,150
Hybrid Trend-Filtered Mean Reversion,1,2,10637312.696752435,466.695297891266,17.803051465033747,23.739841471037153,0.050950555394548104,48.75368547693476,62,35.483870967741936,68657.96570502703,150
Hybrid Trend-Filtered Mean Reversion,1,3,10702682.123142993,467.30794687648034,17.82839178248741,23.977959163718868,0.050652552302836454,52.64906827316452,55,32.72727272727273,68657.96570502703,150
Hybrid Trend-Filtered Mean Reversion,1,4,8716253.820480663,446.77746308640457,16.982174229152687,24.29703815460814,0.048323504437832156,60.119523224076225,49,32.6530612244898,68657.96570502703,150
Hybrid Trend-Filtered Mean Reversion,1,5,10238511.618447583,462.8741352280129,17.645123921301593,24.47709982934094,0.049532603736564096,54.65875023792637,44,34.090909090909086,68657.96570502703,150
Hybrid Trend-Filtered Mean Reversion,1,6,8296210.416008659,441.8383927149364,16.77950607286244,24.676848013949357,0.04737279107214252,56.73339205277927,41,34.146341463414636,68657.96570502703,150
Hybrid Trend-Filtered Mean Reversion,1,7,7621772.090777557,433.3593993500041,16.432400341297406,24.89912735827577,0.0463369650850952,55.22025232593271,37,37.83783783783784,68657.96570502703,150
Hybrid Trend-Filtered Mean Reversion,1,8,8499961.361431511,444.2646710766045,16.87902125107084,24.949726641138646,0.047241067519579114,57.69773920908534,36,36.11111111111111,68657.96570502703,150
Hybrid Trend-Filtered Mean Reversion,1,9,8817721.083489226,447.9348549069962,17.029717101955548,25.17010303647817,0.047287646925469044,56.682630186081994,36,41.66666666666667,68657.96570502703,150
Hybrid Trend-Filtered Mean Reversion,1,10,8599855.081291415,445.4330445098901,16.926972994254204,25.37756566320688,0.04681390450999895,57.26020337257302,35,40.0,68657.96570502703,150
Hybrid Trend-Filtered Mean Reversion,2,1,4958600.211673997,390.3708578512318,14.688383954470286,22.38127342404812,0.045619029759157166,59.965684250960166,56,35.714285714285715,68657.96570502703,150
Hybrid Trend-Filtered Mean Reversion,2,2,5689329.49318446,404.1177494678025,15.243226093247436,22.847972365907722,0.04631119978666195,60.974828458236324,47,36.17021276595745,68657.96570502703,150
Hybrid Trend-Filtered Mean Reversion,2,3,5855238.523561079,406.99218276530644,15.35958077926082,23.11257707323491,0.04622416958802954,63.3001553929592,43,34.883720930232556,68657.96570502703,150
Hybrid Trend-Filtered Mean Reversion,2,4,5181723.768400349,394.7722867730971,14.865739918279816,23.422143043014216,0.0446590442723008,69.03664423771782,39,33.33333333333333,68657.96570502703,150
Hybrid Trend-Filtered Mean Reversion,2,5,6322939.650668922,414.6769327610759,15.671230307543766,23.679188915530776,0.04619356541928948,64.9053367017302,35,40.0,68657.96570502703,150
Hybrid Trend-Filtered Mean Reversion,2,6,4908603.944575936,389.35746653643815,14.647588061394693,23.860089723475475,0.04361083560018486,67.14775729272651,32,37.5,68657.96570502703,150
Hybrid Trend-Filtered Mean Reversion,2,7,4460094.284718422,379.7754998873965,14.262565310298289,24.163981012067786,0.04237751533904592,65.18584119268593,30,40.0,68657.96570502703,150
Hybrid Trend-Filtered Mean Reversion,2,8,5075486.941743773,392.7007562431148,14.782233274927933,24.242233665580624,0.04346886433353081,66.77620506190965,29,44.827586206896555,68657.96570502703,150
Hybrid Trend-Filtered Mean Reversion,2,9,5400408.205784637,398.90596373710395,15.032556532643262,24.46029480727809,0.04377870545173424,65.72927294234664,29,44.827586206896555,68657.96570502703,150
Hybrid Trend-Filtered Mean Reversion,2,10,5263917.93660541,396.3460697344899,14.929222184556204,24.594276243596106,0.04339334218894897,62.60089119320609,29,44.827586206896555,68657.96570502703,150
Hybrid Trend-Filtered Mean Reversion,3,1,4653195.786822217,384.0139342517468,14.432714417247066,21.30968818839439,0.04655318646340951,49.022514548494264,42,40.476190476190474,68657.96570502703,150
Hybrid Trend-Filtered Mean Reversion,3,2,5034058.95681458,391.88117013617864,14.749211237455222,21.855203974367786,0.04652804896934564,53.88217731876957,36,38.88888888888889,68657.96570502703,150
Hybrid Trend-Filtered Mean Reversion,3,3,5593795.455285208,402.42431220865643,15.17473209581896,22.130901001865457,0.047177536902110295,56.38211731029092,33,39.39393939393939,68657.96570502703,150
Hybrid Trend-Filtered Mean Reversion,3,4,5609550.570562202,402.70556971202456,15.18610522197467,22.375993215845995,0.04684557982660652,58.56920651274014,31,41.935483870967744,68657.96570502703,150
Hybrid Trend-Filtered Mean Reversion,3,5,5629806.683550926,403.06601977090395,15.20068227589914,22.4873986474432,0.04671899749949977,56.98477607229346,29,44.827586206896555,68657.96570502703,150
Hybrid Trend-Filtered Mean Reversion,3,6,4446161.572917437,379.46262490627333,14.250015185578471,23.03334060591559,0.043691642344084354,59.51036722266344,28,46.42857142857143,68657.96570502703,150
Hybrid Trend-Filtered Mean Reversion,3,7,3973514.1745382543,368.22359786534923,13.800105285442799,23.343145524654048,0.04224265917171854,56.88026654029804,27,44.44444444444444,68657.96570502703,150
Hybrid Trend-Filtered Mean Reversion,3,8,5135256.353656682,393.87148579437877,14.829419755995696,23.452331959104814,0.04453381536575691,59.669933315944164,26,46.15384615384615,68657.96570502703,150
Hybrid Trend-Filtered Mean Reversion,3,9,5450530.471153631,399.8298031089166,15.06987164518917,23.663728042998837,0.04482498594389566,58.69756662334887,26,50.0,68657.96570502703,150
Hybrid Trend-Filtered Mean Reversion,3,10,5363063.870459647,398.2120522388703,15.004536473759789,23.796205283327108,0.044507525095762335,55.38505509590137,26,46.15384615384615,68657.96570502703,150
Hybrid Trend-Filtered Mean Reversion,4,1,3183471.647846225,346.05574074598707,12.917889944851154,19.578412320018558,0.045233022591516,45.704495497100744,31,45.16129032258064,68657.96570502703,150
Hybrid Trend-Filtered Mean Reversion,4,2,3875046.8103702003,365.7142835821928,13.6998970240817,20.175983298456,0.046420616279546696,50.65209611219366,27,44.44444444444444,68657.96570502703,150
Hybrid Trend-Filtered Mean Reversion,4,3,4588223.500529316,382.60780052266614,14.37623805424825,20.41083774121321,0.047866878203135524,43.794861512775974,25,48.0,68657.96570502703,150
Hybrid Trend-Filtered Mean Reversion,4,4,5818346.451738951,406.36011995476434,15.333985326879576,20.703490443845194,0.04991492552231078,42.38583302517609,24,54.166666666666664,68657.96570502703,150
Hybrid Trend-Filtered Mean Reversion,4,5,5472274.053618534,400.2279354958312,15.085956478878337,20.80688046985704,0.04907983723126452,42.654627597405934,23,56.52173913043478,68657.96570502703,150
Hybrid Trend-Filtered Mean Reversion,4,6,4670638.231799604,384.38808216751033,14.447746499384523,20.962908590711567,0.047142404200897194,44.52348724772807,23,56.52173913043478,68657.96570502703,150
Hybrid Trend-Filtered Mean Reversion,4,7,3751628.3584394,362.4775067643445,13.57076820404812,21.43754107200789,0.04413571258652103,56.18480533411224,23,52.17391304347826,68657.96570502703,150
Hybrid Trend-Filtered Mean Reversion,4,8,5147216.65804482,394.1041206822802,14.83879846017703,21.536750159745193,0.047243177523235785,52.52729073103356,22,50.0,68657.96570502703,150
Hybrid Trend-Filtered Mean Reversion,4,9,5549227.588451645,401.62438378149375,15.142391765793912,21.721588205924284,0.04772224791483734,51.004032453978255,22,50.0,68657.96570502703,150
Hybrid Trend-Filtered Mean Reversion,4,10,5120823.934359995,393.5900443778161,14.818074434431436,21.83422068418215,0.04673252131780806,51.96366135981799,22,50.0,68657.96570502703,150
Hybrid Trend-Filtered Mean Reversion,5,1,357529.64764417405,127.40481031806435,4.574374877660947,14.063881883313359,0.02443321251994949,40.9029455325127,20,35.0,68657.96570502703,150
Hybrid Trend-Filtered Mean Reversion,5,2,430216.5000452795,145.91183844691162,5.25603939209716,14.843750020563107,0.02638433506650544,46.811238247881,19,36.84210526315789,68657.96570502703,150
Hybrid Trend-Filtered Mean Reversion,5,3,418160.26660542155,143.06945859843398,5.151058669638399,15.102236305507583,0.025680632997688337,41.217914860823576,18,38.88888888888889,68657.96570502703,150
Hybrid Trend-Filtered Mean Reversion,5,4,374651.17142706126,132.08251975411122,4.746249697842391,15.219993254190104,0.023961223313879836,46.9578872620964,18,38.88888888888889,68657.96570502703,150
Hybrid Trend-Filtered Mean Reversion,5,5,341468.97076768294,122.80866273065452,4.405771608159018,15.338608639518933,0.022513201127319887,45.2967806452962,18,38.88888888888889,68657.96570502703,150
Hybrid Trend-Filtered Mean Reversion,5,6,327715.57567120733,118.6975898862424,4.255192958392449,15.484830474243392,0.02180715558941493,48.75447035078005,18,33.33333333333333,68657.96570502703,150
Hybrid Trend-Filtered Mean Reversion,5,7,282185.68350623024,103.73951204152705,3.709145047246739,16.05280784213072,0.019327692713303653,55.85073475367771,18,33.33333333333333,68657.96570502703,150
Hybrid Trend-Filtered Mean Reversion,5,8,306381.06790490734,111.96594611472331,4.009097937662841,16.082531530827385,0.02044184091189364,54.509748509890734,18,33.33333333333333,68657.96570502703,150
Hybrid Trend-Filtered Mean Reversion,5,9,307085.3622682634,112.19555759406231,4.017482483005055,16.289760944007472,0.020341821520476224,54.220394926500134,18,33.33333333333333,68657.96570502703,150
Hybrid Trend-Filtered Mean Reversion,5,10,284711.26226148877,104.63053658608334,3.7415918371634547,16.409137303299413,0.019248609483689748,55.42688130515913,18,33.33333333333333,68657.96570502703,150
Hybrid Trend-Filtered Mean Reversion,6,1,329538.6861583385,119.2523569737387,4.275500051692794,12.082817460253663,0.025588346926001062,43.39175571440019,9,33.33333333333333,68657.96570502703,150
Hybrid Trend-Filtered Mean Reversion,6,2,282738.6197945127,103.93526799028851,3.7162726589595656,12.224774051173243,0.02260922433077166,47.29548818842068,9,33.33333333333333,68657.96570502703,150
Hybrid Trend-Filtered Mean Reversion,6,3,258664.96583965607,95.03634701432456,3.392751187059431,12.333445985519544,0.020885424076631527,53.24957864341024,9,33.33333333333333,68657.96570502703,150
Hybrid Trend-Filtered Mean Reversion,6,4,237193.9271793817,86.37078786972069,3.0786834521438244,12.444873551604683,0.019230554559453508,57.733487186483316,9,33.33333333333333,68657.96570502703,150
Hybrid Trend-Filtered Mean Reversion,6,5,222453.85775798224,79.95495132488179,2.846767712326127,12.530048231079583,0.018020871220887805,59.46878588582482,9,33.33333333333333,68657.96570502703,150
Hybrid Trend-Filtered Mean Reversion,6,6,228249.28471087714,82.52681996852618,2.939671323903035,12.670034951233259,0.01836043959531464,60.58971182534085,9,33.33333333333333,68657.96570502703,150
Hybrid Trend-Filtered Mean Reversion,6,7,212084.5366607469,75.18147670348567,2.6745576597299876,12.881941866501275,0.01693113224301372,63.197703583154926,9,33.33333333333333,68657.96570502703,150
Hybrid Trend-Filtered Mean Reversion,6,8,222221.53982494565,79.8504625425312,2.84299503695833,12.908579977348268,0.01771287446285466,60.786290986073055,9,33.33333333333333,68657.96570502703,150
Hybrid Trend-Filtered Mean Reversion,6,9,230867.28101449634,83.66728183589541,2.9808950817324877,13.089918068807041,0.018224905197431536,59.3897278067109,9,33.33333333333333,68657.96570502703,150
Hybrid Trend-Filtered Mean Reversion,6,10,223009.21655894883,80.20429144787293,2.855770954076611,13.20572555985014,0.017557571178199307,59.869238597260555,9,33.33333333333333,68657.96570502703,150
Hybrid Trend-Filtered Mean Reversion,7,1,393840.7299180741,137.07764027967048,4.930099174104613,11.436812326078465,0.030056058656199116,30.931316941103848,4,50.0,68657.96570502703,150
Hybrid Trend-Filtered Mean Reversion,7,2,371024.4372777071,131.1097743123163,4.710484501040224,11.509704479792426,0.028764527405866352,30.931316941103848,4,50.0,68657.96570502703,150
Hybrid Trend-Filtered Mean Reversion,7,3,338524.18779737776,121.94253596382099,4.3740294078904896,11.612947675102628,0.02683076191447792,32.205126924950925,4,50.0,68657.96570502703,150
Hybrid Trend-Filtered Mean Reversion,7,4,338909.16825910355,122.05619452513272,4.378194267396914,11.649623463845838,0.026791322519666205,33.0530677731047,4,50.0,68657.96570502703,150
Hybrid Trend-Filtered Mean Reversion,7,5,327713.0604052283,118.69682236836458,4.255164866355888,11.68498939531055,0.02609659500497954,35.27041521101167,4,50.0,68657.96570502703,150
Hybrid Trend-Filtered Mean Reversion,7,6,347083.95546941255,124.43965112921407,4.46557100581601,11.713737817079126,0.027134898258695604,34.076541845718,4,50.0,68657.96570502703,150
Hybrid Trend-Filtered Mean Reversion,7,7,358586.3993391709,127.69994473559683,4.585210771009711,11.752818279271594,0.0276822347102148,32.05860343202872,4,50.0,68657.96570502703,150
Hybrid Trend-Filtered Mean Reversion,7,8,355068.73056070536,126.71411919611211,4.549020463266002,11.767510656047685,0.027471586788601423,30.931316941103848,4,50.0,68657.96570502703,150
Hybrid Trend-Filtered Mean Reversion,7,9,348276.6398694689,124.78269201408658,4.478152792130456,11.943629809913825,0.026818013949597666,31.358965473255367,4,50.0,68657.96570502703,150
Hybrid Trend-Filtered Mean Reversion,7,10,375273.64099449234,132.24852831925676,4.752354600181339,11.992556773146388,0.028115886791692385,30.931316941103848,4,50.0,68657.96570502703,150
Hybrid Trend-Filtered Mean Reversion,8,1,97961.31348062989,-2.05975456576547,-0.0722862251589668,3.3354254250603095,-0.0003214539261195931,14.575686069822892,1,0.0,68657.96570502703,150
Hybrid Trend-Filtered Mean Reversion,8,2,95726.31216135678,-4.3676981104612445,-0.15322046394814137,3.363199452123025,-0.001818849493232899,16.54127738688416,1,0.0,68657.96570502703,150
Hybrid Trend-Filtered Mean Reversion,8,3,94775.93912095905,-5.365461568243533,-0.1881894211015546,3.364999238787881,-0.0024725342270421912,17.253435692557986,1,0.0,68657.96570502703,150
Hybrid Trend-Filtered Mean Reversion,8,4,95001.44686861956,-5.127806430753337,-0.17986135151739902,3.3641762434146774,-0.002317418812001705,17.05655037001002,1,0.0,68657.96570502703,150
Hybrid Trend-Filtered Mean Reversion,8,5,94032.9443306116,-6.152499351666265,-0.21576436290719367,3.382266735337717,-0.0029635965134634443,18.39601898051615,1,0.0,68657.96570502703,150
Hybrid Trend-Filtered Mean Reversion,8,6,96326.34544153589,-3.7428327844003033,-0.13131435658563625,3.443304287640699,-0.00132605412358798,18.39601898051615,1,0.0,68657.96570502703,150
Hybrid Trend-Filtered Mean Reversion,8,7,96271.97661193469,-3.79929104474828,-0.13329382970721698,3.44397785714423,-0.0013616257228567616,18.39601898051615,1,0.0,68657.96570502703,150
Hybrid Trend-Filtered Mean Reversion,8,8,95218.91235540957,-4.899160472541805,-0.1718483317317313,3.447936328551086,-0.0020630728468891964,18.39601898051615,1,0.0,68657.96570502703,150
Hybrid Trend-Filtered Mean Reversion,8,9,94212.15500438566,-5.962097871311381,-0.20909408608944655,3.96454676822817,-0.002085931906419504,18.39601898051615,1,0.0,68657.96570502703,150
Hybrid Trend-Filtered Mean Reversion,8,10,99326.48234758717,-0.675796018447542,-0.02372254054555442,4.034625320674482,0.0008910591147515311,18.39601898051615,1,0.0,68657.96570502703,150
Hybrid Trend-Filtered Mean Reversion,9,1,100000.0,0.0,0.0,0.0,,0.0,0,0.0,68657.96570502703,150
Hybrid Trend-Filtered Mean Reversion,9,2,100000.0,0.0,0.0,0.0,,0.0,0,0.0,68657.96570502703,150
Hybrid Trend-Filtered Mean Reversion,9,3,100000.0,0.0,0.0,0.0,,0.0,0,0.0,68657.96570502703,150
Hybrid Trend-Filtered Mean Reversion,9,4,100000.0,0.0,0.0,0.0,,0.0,0,0.0,68657.96570502703,150
Hybrid Trend-Filtered Mean Reversion,9,5,100000.0,0.0,0.0,0.0,,0.0,0,0.0,68657.96570502703,150
Hybrid Trend-Filtered Mean Reversion,9,6,100000.0,0.0,0.0,0.0,,0.0,0,0.0,68657.96570502703,150
Hybrid Trend-Filtered Mean Reversion,9,7,100000.0,0.0,0.0,0.0,,0.0,0,0.0,68657.96570502703,150
Hybrid Trend-Filtered Mean Reversion,9,8,100000.0,0.0,0.0,0.0,,0.0,0,0.0,68657.96570502703,150
Hybrid Trend-Filtered Mean Reversion,9,9,100000.0,0.0,0.0,0.0,,0.0,0,0.0,68657.96570502703,150
Hybrid Trend-Filtered Mean Reversion,9,10,100000.0,0.0,0.0,0.0,,0.0,0,0.0,68657.96570502703,150
Hybrid Trend-Filtered Mean Reversion,10,1,100000.0,0.0,0.0,0.0,,0.0,0,0.0,68657.96570502703,150
Hybrid Trend-Filtered Mean Reversion,10,2,100000.0,0.0,0.0,0.0,,0.0,0,0.0,68657.96570502703,150
Hybrid Trend-Filtered Mean Reversion,10,3,100000.0,0.0,0.0,0.0,,0.0,0,0.0,68657.96570502703,150
Hybrid Trend-Filtered Mean Reversion,10,4,100000.0,0.0,0.0,0.0,,0.0,0,0.0,68657.96570502703,150
Hybrid Trend-Filtered Mean Reversion,10,5,100000.0,0.0,0.0,0.0,,0.0,0,0.0,68657.96570502703,150
Hybrid Trend-Filtered Mean Reversion,10,6,100000.0,0.0,0.0,0.0,,0.0,0,0.0,68657.96570502703,150
Hybrid Trend-Filtered Mean Reversion,10,7,100000.0,0.0,0.0,0.0,,0.0,0,0.0,68657.96570502703,150
Hybrid Trend-Filtered Mean Reversion,10,8,100000.0,0.0,0.0,0.0,,0.0,0,0.0,68657.96570502703,150
Hybrid Trend-Filtered Mean Reversion,10,9,100000.0,0.0,0.0,0.0,,0.0,0,0.0,68657.96570502703,150
Hybrid Trend-Filtered Mean Reversion,10,10,100000.0,0.0,0.0,0.0,,0.0,0,0.0,68657.96570502703,150
Hybrid Trend-Filtered Mean Reversion,1,1,4177963.9276882852,373.24091222204646,14.000734240604723,23.492637073809146,0.042543309646371076,70.23699974107016,74,22.972972972972975,68657.96570502703,200
Hybrid Trend-Filtered Mean Reversion,1,2,5102334.999340997,393.22833709542346,14.8034951226207,23.82228514711822,0.04401362668405114,65.25390944255133,58,24.137931034482758,68657.96570502703,200
Hybrid Trend-Filtered Mean Reversion,1,3,4157145.976704915,372.74138685260147,13.980743715394983,24.128363841185323,0.04177045010963974,65.61889674456039,50,26.0,68657.96570502703,200
Hybrid Trend-Filtered Mean Reversion,1,4,3895861.744914387,366.2499991726398,13.721283158108246,24.361615408082628,0.04092998190900058,69.76633525259847,45,31.11111111111111,68657.96570502703,200
Hybrid Trend-Filtered Mean Reversion,1,5,5330742.999178244,397.60757209271856,14.980133204125568,24.607759022024577,0.04349447236065298,63.83274807204986,38,28.947368421052634,68657.96570502703,200
Hybrid Trend-Filtered Mean Reversion,1,6,5175728.992354217,394.65652903122725,14.861071940040768,24.786710887899694,0.043031263566316695,64.36980889504851,35,34.285714285714285,68657.96570502703,200
Hybrid Trend-Filtered Mean Reversion,1,7,5355158.104944998,398.0645321190871,14.998580509692639,24.979961715669777,0.043121413613346295,64.14885811143296,30,33.33333333333333,68657.96570502703,200
Hybrid Trend-Filtered Mean Reversion,1,8,5802503.290519469,406.0874519246849,15.322945358742016,25.035662949790932,0.04376937192609455,64.46041708806264,30,33.33333333333333,68657.96570502703,200
Hybrid Trend-Filtered Mean Reversion,1,9,5827588.429130786,406.5188359260707,15.34041201340578,25.1142537651979,0.0437199392190521,62.982227838512934,30,33.33333333333333,68657.96570502703,200
Hybrid Trend-Filtered Mean Reversion,1,10,5613016.562693401,402.76733797235653,15.188603077177234,25.20311033289331,0.04329190070380492,62.60049568016789,29,34.48275862068966,68657.96570502703,200
Hybrid Trend-Filtered Mean Reversion,2,1,3598424.5338431653,358.3081213180369,13.40464974869931,22.67945116262792,0.0420861736944091,72.05591248500585,48,37.5,68657.96570502703,200
Hybrid Trend-Filtered Mean Reversion,2,2,3897892.2559033036,366.3021052831135,13.723363484440679,22.99626616083408,0.042470541426261305,69.65915991363016,44,31.818181818181817,68657.96570502703,200
Hybrid Trend-Filtered Mean Reversion,2,3,3214017.5526630413,347.0106821608406,12.955752452230918,23.298743486882444,0.04027785168644869,69.58926874877112,39,28.205128205128204,68657.96570502703,200
Hybrid Trend-Filtered Mean Reversion,2,4,2784605.1985866316,332.66911963914174,12.388457332382076,23.528114224718248,0.03868290293530278,73.73187600715649,37,35.13513513513514,68657.96570502703,200
Hybrid Trend-Filtered Mean Reversion,2,5,3841619.035796775,364.84789946407085,13.665318886814292,23.890669180361233,0.04130357984197863,69.12673461413654,31,35.483870967741936,68657.96570502703,200
Hybrid Trend-Filtered Mean Reversion,2,6,3932094.8935481603,367.1757428647001,13.758248963695035,24.073404813623352,0.041320761707968424,69.07600164616628,29,37.93103448275862,68657.96570502703,200
Hybrid Trend-Filtered Mean Reversion,2,7,4472390.71133235,380.05081933963606,14.273610137936398,24.37756301287298,0.04216527533410348,67.85741836357505,25,40.0,68657.96570502703,200
Hybrid Trend-Filtered Mean Reversion,2,8,4878510.907513315,388.7425124390829,14.622839051518696,24.42902647467535,0.0428958378176624,68.1388281383708,25,36.0,68657.96570502703,200
